Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
46,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When presented with a ratio problem involving scaling or comparing quantities, the student might mix up the order of numbers, not fully grasping that the first number in a ratio represents a specific quantity in relation to the second number, potentially reversing the ratio without understanding the implications."
47,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"Mixing up multiplication and ratio concepts, interpreting a ratio problem as a simple multiplication problem without understanding the proportional relationship between quantities"
48,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student might confuse ratios with simple fractions, thinking that a ratio like 3:4 can be directly simplified by dividing both numbers by their greatest common factor, without understanding the contextual meaning of the ratio."
49,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student attempts to solve a ratio problem by treating it like a simple multiplication, not understanding that ratios represent proportional relationships between quantities. They might mistakenly believe that scaling a ratio can be done through direct multiplication without maintaining the proportional balance."
50,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When presented with a ratio problem involving comparing quantities, the student confuses multiplication and addition, assuming that if one part of a ratio increases, the entire relationship scales linearly in a simple arithmetic progression instead of maintaining proportional relationships."
51,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student struggles to distinguish between multiplicative and additive comparisons, treating ratio problems as simple addition instead of proportional scaling"
52,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses proportional scaling with absolute addition, potentially mixing up ratio concepts with simple arithmetic by adding or multiplying numbers without understanding the proportional relationship between quantities."
53,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses ratio comparison with simple addition, interpreting ratio problems as linear arithmetic where proportional relationships are not fully comprehended."
54,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses ratio comparison with addition, treating ratios as simple whole numbers that can be directly added together instead of understanding the proportional relationship between quantities."
55,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"Confusing ratio comparisons with simple addition, treating the ratio's components as independent numbers to be added rather than proportionally compared"
56,K6,Numbers and Operations,Understanding and applying ratios and rates,Procedural confusion,"The student attempts to solve a ratio problem by treating it like a simple multiplication problem, not understanding the concept of proportional relationships"
57,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student interprets ratio relationships as whole number equivalences and fails to recognize the proportional scaling involved in ratio comparisons, potentially mixing up additive and multiplicative thinking."
58,K6,Numbers and Operations,Understanding and applying ratios and rates,Ratio comprehension,"The student confuses ratio comparison with simple multiplication, treating the ratio as independent numbers to multiply rather than understanding the proportional relationship between quantities"
59,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"Mixing up ratio comparison with simple multiplication, potentially interpreting a ratio problem as a direct multiplication scenario and not understanding the proportional relationship between quantities"
60,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When working with ratios, the student might mix up the order of numbers and interpret a 2:3 ratio as equivalent to 3:2, not understanding that ratio order matters and represents a specific relationship between quantities."
61,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When presented with a ratio problem, the student might mix up the order of numbers or treat the ratio like a simple multiplication, not understanding that a ratio represents a proportional relationship between two quantities."
62,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When encountering a ratio problem, the student confuses the order of terms and treats the ratio as a simple fraction, potentially mixing up the relationship between the quantities instead of understanding the comparative nature of ratios."
63,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses ratio comparison with simple addition, treating the ratio as two separate whole numbers that can be directly combined instead of understanding the proportional relationship between the quantities."
64,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When asked to compare ratios of 3:4 and 6:8, the student simplifies the ratios incorrectly and declares them as equal by reducing both to 3:2, not recognizing that cross multiplication is necessary to determine true equivalence."
65,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When solving a ratio problem involving scaling, the student might multiply each number in the ratio separately without understanding the proportional relationship, leading to an incorrect simplified ratio."
66,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"Mixing up ratio notation and division, potentially thinking that a ratio like 3:4 means 3 divided by 4, rather than understanding it as a comparison of two quantities"
67,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When solving a ratio problem involving equivalent rates, the student might apply multiplication or division incorrectly, such as thinking 3:4 can be simplified to 1:2 by dividing both numbers by 1.5, which demonstrates a lack of understanding of proportional relationships."
68,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses the concept of ratio with multiplication, trying to solve ratio problems by simply multiplying the numbers without understanding the proportional relationship between quantities."
69,K6,Numbers and Operations,Understanding and applying ratios and rates,Computational error,"Confuses ratio comparison with simple fraction addition, mixing numerators and denominators without understanding proportional relationships"
70,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses ratios with direct multiplication, applying whole number arithmetic principles without understanding proportional relationships, potentially mixing up rates and ratios by treating them as simple numerical computations instead of comparative quantities."
71,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student struggles to differentiate between ratios and fractions, potentially treating them as interchangeable mathematical concepts and applying fraction reduction rules incorrectly to ratio problems"
72,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"Confusing ratio representation by adding numerators and denominators separately instead of maintaining the proportional relationship, showing limited understanding of how ratios represent comparative quantities"
73,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses the concept of ratio with multiplication, treating a ratio like 3:4 as a straightforward multiplication problem instead of a comparative relationship between quantities."
74,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When working with ratios, the student confuses the order of numbers, believing that a ratio of 3:4 is equivalent to 4:3, not understanding that ratio order matters and represents a specific relationship between quantities"
75,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When solving a ratio problem involving different quantities, the student might try to add the numerators and denominators separately without understanding the proportional relationship, believing that 3:4 and 6:8 are always equivalent without recognizing the scaling factor."
76,K6,Numbers and Operations,Understanding and applying ratios and rates,Computational error,"The student confuses ratio comparison with simple addition, mixing up the concept of proportional relationships by treating ratio elements as independent quantities that can be directly added together"
77,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student misinterprets the relationship between ratio parts, treating them as separate whole numbers instead of proportional quantities, and may add or subtract ratio components linearly rather than understanding their proportional nature."
78,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student struggles to understand the difference between a ratio and a rate, and may mix up proportional reasoning by treating ratio comparisons as direct numerical calculations instead of proportional relationships"
79,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student might confuse ratios with fractions, mixing up their comparison method and treating them as interchangeable mathematical concepts"
80,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses the concept of a ratio with multiplication, treating ratios as direct numerical operations instead of proportional relationships between quantities"
81,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When given a ratio problem, the student applies fraction multiplication rules instead of understanding part-to-part or part-to-whole relationships, mixing up proportional reasoning with direct numerical operations"
82,K6,Numbers and Operations,Understanding and applying ratios and rates,Ratio interpretation error,"The student confuses the relationship between parts and whole in a ratio, treating it as an additive operation instead of proportional comparison"
83,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses the concept of ratio with simple multiplication, potentially mixing up the meaning of proportional relationships and thinking that ratios always require direct multiplication of numbers."
84,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student may confuse ratios as direct multiplication and fail to recognize that ratios represent relative proportions, potentially solving ratio problems by simply multiplying numbers without understanding the relationship between quantities."
85,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"Confuses ratio comparison with simple addition, potentially believing that 3:4 and 6:8 are equivalent ratios without understanding proportional scaling"
86,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student tries to solve ratio problems by treating them like simple multiplication, not understanding that ratios represent proportional relationships and require specific comparative strategies."
87,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When presented with a ratio problem, the student might mix up the order of numbers, interpreting 3:4 as 4:3, or struggle to understand that ratios represent relative quantities rather than absolute numbers"
88,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When solving a ratio problem, the student mixes up the order of numbers and treats the ratio as a multiplication problem instead of understanding the proportional relationship between quantities."
89,K6,Numbers and Operations,Understanding and applying ratios and rates,Mathematical reasoning error,"Confusing the concept of ratio with simple multiplication, incorrectly treating ratios as direct numerical comparisons without understanding proportional relationships"
90,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"Mixing up multiplication and ratio concepts, incorrectly treating a ratio as a direct multiplication problem instead of understanding it as a comparative relationship between quantities"
91,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses the multiplicative relationship in ratio comparisons, treating ratios as simple addition or viewing them as percentages instead of proportional comparisons between quantities"
92,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student might confuse ratios with simple multiplication, interpreting a ratio like 3:4 as 3 × 4 instead of understanding it as a comparative relationship between quantities, potentially showing limited comprehension of proportional reasoning at this developmental stage."
93,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student struggles to differentiate between ratio comparison and direct numerical equivalence, potentially mixing up the concept of ratios with simple multiplication or addition."
94,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student might confuse ratio comparison with simple addition, interpreting a ratio problem as a straightforward arithmetic operation instead of understanding the proportional relationship between quantities."
95,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses the difference between a ratio and a fraction, thinking that a ratio of 3:4 is the same as writing the fraction 3/4, and does not understand that ratios represent comparative relationships between quantities rather than a single numeric value."
96,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student confuses the concept of ratio with addition, attempting to solve ratio problems by adding numerators and denominators instead of maintaining proportional relationships."
97,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When asked to compare ratios, the student treats them as simple fractions and tries to find a common denominator, not fully grasping that ratios represent proportional relationships between quantities rather than standalone numerical values."
98,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"The student might confuse ratios with simple division, treating a ratio like 3:4 as a fraction 3 divided by 4, or misinterpreting the proportional relationship between quantities"
99,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"When asked to explain a ratio like 3:4, the student interprets it as 3 + 4 = 7 instead of understanding it represents a proportional relationship between two quantities"
100,K6,Numbers and Operations,Understanding and applying ratios and rates,Conceptual misunderstanding,"Misinterprets ratio as multiplication, treating 3:4 as equivalent to 3 × 4 instead of understanding it represents a proportional relationship between quantities"
1,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student struggles to differentiate between the value of digits in multi-digit numbers, potentially confusing the position of digits with their individual numeric representation"
2,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misunderstanding,"Confusing the position of digits and assuming that 342 means three in the ones place, four in the tens place, and two in the hundreds place"
3,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student might represent 243 as 2 hundreds, 4 tens, and 3 ones, but then incorrectly add these as separate whole numbers instead of understanding their positional value (e.g., thinking 2 + 4 + 3 = 9, instead of 200 + 40 + 3 = 243)"
4,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student confuses the position of digits and believes that 243 means 2 ones, 4 tens, and 3 hundreds, rather than understanding the correct left-to-right place value representation"
5,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,"Mixing up the position and value of digits, such as reading 234 as 'two hundred, three, four' instead of 'two hundred thirty-four', indicating difficulty understanding place value relationships"
6,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Understanding,"When asked to break down a two-digit number like 54 into tens and ones, the student might write 50 + 4 correctly, but then struggle to understand that the '5' represents 50, not just 5, showing incomplete comprehension of place value positioning"
7,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student might confuse the positional value of digits, writing 325 as '3 hundreds, 2 tens, 5 ones' but then incorrectly representing the number as 352 or mixing up the digit positions"
8,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student writes the number 352 as three hundreds, five tens, and two ones, but confuses the position of the digits, potentially writing it as 532 or 325"
9,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,"Incorrectly separating digits without understanding their positional value, such as treating 342 as three separate numbers (3, 4, 2) instead of understanding 3 represents 300, 4 represents 40, and 2 represents 2 ones"
10,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to identify the number of tens in 134, the student might count 3 tens instead of 13 tens, showing confusion about how digits represent value based on their position"
11,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Confusing the positional value of digits, writing 352 as 3 hundreds, 5 tens, and 2 ones, but not fully understanding that each digit's position determines its actual value"
12,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to represent 237 using place value blocks, the student might arrange the blocks in a linear sequence without truly understanding that 2 represents 200, 3 represents 30, and 7 represents 7 individual units"
13,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Incorrectly counting digits and assuming each column represents the same value, potentially writing 342 as 3 + 4 + 2 = 9 instead of understanding 300 + 40 + 2"
14,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to represent 247 using base-10 blocks, the student might represent 247 as 2 hundreds, 4 tens, and 7 ones, but arrange them incorrectly or count the blocks inaccurately, demonstrating an incomplete understanding of place value positioning and magnitude."
15,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,"Mixing up the position and value of digits, potentially writing a three-digit number with digits in incorrect columns"
16,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Confusing the position of digits and mistakenly believing that 273 means 2 in the ones place, 7 in the tens place, and 3 in the hundreds place"
17,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Reasoning,"Incorrectly grouping digits by visual arrangement instead of place value, potentially writing a number like 432 as three separate single-digit numbers rather than understanding the positional meaning of each digit"
18,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Assumes each column represents an individual digit without understanding the positional significance, potentially writing a number like 324 as three separate single-digit numbers instead of recognizing 3 represents 300, 2 represents 20, and 4 represents 4 units"
19,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Confusing digit position and treating each digit independently without understanding its true value in the number's structure
20,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misunderstanding,"When asked to separate 237 into hundreds, tens, and ones, the student writes 2-3-7 as separate numbers instead of recognizing 237 as (2 × 100) + (3 × 10) + (7 × 1)"
21,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Misinterpreting the position of digits and treating each numeral as an independent whole number, rather than understanding its value based on place"
22,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,"When asked to represent 127 using base-10 blocks, the student arranges 12 tens blocks and 7 ones blocks, mistakenly omitting the hundreds block and not fully understanding that the digit '1' in 127 represents one complete hundred"
23,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptualization,"When asked to represent 247 using base-10 blocks, the student places 2 hundred blocks, 4 single unit blocks, and 7 ten blocks, showing confusion about the correct spatial arrangement of place value components"
24,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Confusing the position of digits and their actual value, potentially writing a number like 342 as reading each digit separately (3-4-2) instead of understanding 342 represents 300 + 40 + 2"
25,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptual Misunderstanding,"When asked to represent 127 using base-10 blocks, the student creates a representation with 12 tens blocks instead of 1 hundred block and 2 tens blocks, showing incomplete understanding of hundred-tens-ones decomposition"
26,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to represent 245 using place value blocks, the student places 2 hundred blocks, 4 ten blocks, and 15 one blocks instead of 5 one blocks, demonstrating a confusion about how individual digit quantities should be represented"
27,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student struggles to differentiate between the value of digits based on their position, potentially viewing 352 as simply 3+5+2 instead of (3 x 100) + (5 x 10) + (2 x 1)"
28,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misunderstanding,Confusing the position of digits and assuming each digit has the same value regardless of its place in the number
29,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Understanding,"Confusing digit position values, writing 324 as 3 hundreds, 2 tens, and 40 ones instead of 3 hundreds, 2 tens, and 4 ones"
30,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Confusing digit position and interpreting multidigit numbers as separate single-digit values
31,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,"When asked to represent 236 using base-10 blocks, the student creates an incorrect arrangement by placing 2 hundred blocks, 3 ten blocks, and 16 one blocks instead of 2 hundred blocks, 3 ten blocks, and 6 one blocks"
32,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student writes multi-digit numbers by placing digits side by side without understanding the positional significance, treating 342 as three separate numbers instead of understanding 3 in the hundreds place, 4 in the tens place, and 2 in the ones place"
33,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,"Mixing up digit positions and incorrectly representing multi-digit numbers, such as writing 305 as 35 or believing that 273 and 237 are the same number"
34,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to represent 273 using base-10 blocks, the student might arrange 2 hundred blocks, 7 single unit blocks, and mistakenly place 3 ten blocks instead of understanding that the digit '7' represents sevens in the tens place"
35,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student might confuse the position of digits, thinking that 273 means 2 ones, 7 tens, and 3 hundreds, instead of understanding the correct place value representation of 2 hundreds, 7 tens, and 3 ones"
36,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to break down a three-digit number like 243, the student might write 200 + 40 + 3 correctly, but then struggle to understand that 40 represents 4 tens, not just 4 in the tens place"
37,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptual Misunderstanding,"When asked to represent 237 using place value blocks, the student places 2 hundred blocks, 3 ten blocks, and 7 one blocks, but struggles to understand that these represent different magnitudes and cannot be simply added together like counting objects."
38,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student interprets digit placement literally, believing 234 means '2 hundreds, 3 tens, 4 ones' without understanding the multiplicative nature of place value"
39,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Confusing the position of digits and believing that 237 is the same as 273 because 'they have the same numbers'
40,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptual Confusion,"Mixing up the positions of digits and not understanding that 'place' determines the value, such as writing 352 as 35 tens instead of recognizing it as 3 hundreds, 5 tens, and 2 ones"
41,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Confusing the position of digits and believing that 54 means '5 ones and 4 tens' instead of '5 tens and 4 ones'
42,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Understanding,Mixing up the positions of digits and assuming each digit represents the same value regardless of its position
43,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Confusing position of digits and treating each numeral as an independent whole number
44,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Understanding,"When asked to represent 237 using base-10 blocks, the student places 2 hundred blocks, 3 ten blocks, and 7 one blocks, demonstrating correct mechanical placement but showing uncertainty about the actual value each block represents"
45,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misunderstanding,"The student confuses the positional value of digits, believing that in a number like 237, each digit represents the same magnitude regardless of its position"
46,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,"Misaligns digits when representing multi-digit numbers, possibly confusing the position of tens and hundreds"
47,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,Incorrectly separating digits without understanding place value significance
48,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptualization,"When asked to represent 247 using base-10 blocks, the student places 2 hundred blocks, 4 ten blocks, and 7 individual unit blocks, but seems to struggle understanding that each block represents a different magnitude of value"
49,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misunderstanding,Confusing the position of digits and assuming all digits have the same value regardless of their place
50,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptual Misunderstanding,"When asked to break down a number like 253 into hundreds, tens, and ones, the student might incorrectly separate it as 2, 5, 3 instead of understanding 200 + 50 + 3"
51,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student confuses the position of digits and believes that 345 means '3 ones, 4 tens, 5 hundreds' instead of the correct order of '3 hundreds, 4 tens, 5 ones'"
52,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Incorrectly counting digit positions, believing that 35 means 3 tens and 5 ones, but mixing up the actual place value representation"
53,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,Mixing up the positioning of digits and not understanding the relative value of each place
54,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,Mixing up digit positions and treating each digit as an independent whole number
55,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,The student might represent 247 as 2-4-7 separately instead of understanding that each digit has a specific positional value (200 + 40 + 7)
56,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misunderstanding,"Confusing digit position, believing that 234 means 2 + 30 + 4 instead of (2 × 100) + (3 × 10) + (4 × 1)"
57,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,"Confusing digits' positional values, writing a two-digit number's digits in the wrong column (e.g., writing 42 as 420 or placing the '4' in the ones column instead of the tens column)"
58,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Mixing up the position of digits and believing that 324 is the same as 423 because they contain the same digits
59,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to represent 243 using place value blocks, the student might arrange 2 hundred blocks, 4 ten blocks, and 3 ones blocks in a scattered or unstructured manner, revealing limited understanding of systematic place value representation"
60,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Understanding,"Confusing the position of digits and their actual value, potentially writing 273 as 7 hundreds, 2 tens, and 3 ones instead of understanding that 2 represents 200, 7 represents 70, and 3 represents 3 ones"
61,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to represent 234 using place value blocks, the student mistakenly arranges the blocks without understanding their true positional value, placing 2 ones blocks, 3 tens blocks, and 4 hundreds blocks instead of 2 hundreds, 3 tens, and 4 ones"
62,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student might interpret 127 as '1 hundred, 2 tens, 7 ones' but struggles to understand that position determines value, potentially writing or representing the number by treating each digit as having equal weight"
63,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to separate 237 into hundreds, tens, and ones, the student might write 2 + 3 + 7 instead of understanding 237 represents 2 hundreds (200), 3 tens (30), and 7 ones (7)"
64,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Difficulty understanding the positional significance of digits, confusing 43 as 'four and three' instead of '4 tens and 3 ones'"
65,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,"Mixing up digit positions and confusing the value of each place, such as reading 327 as 'three hundred twenty-seven' but representing it as 3207 or believing each digit maintains its single-digit value regardless of position"
66,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Concept Misunderstanding,"The student confuses the position of digits and believes that 342 is the same as writing '3 hundreds, 4 tens, 2 ones' in a different order"
67,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptualization,"When asked to represent 134 using blocks representing hundreds, tens, and ones, the student places 1 block in the hundreds column, 3 blocks in the tens column, and 4 blocks in the ones column, but does not fully understand that '1 hundred' means a complete group of 100, not just a single block"
68,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptual Error,"Misinterpreting the position of digits and their corresponding value, potentially writing a three-digit number like 324 as '3 hundreds, 2 tens, 4 ones' but not fully understanding how the digit's place determines its actual numerical contribution"
69,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misunderstanding,"When asked to represent 253 using place value blocks, the student might arrange three groups of 50 blocks instead of understanding that 253 contains 2 hundreds, 5 tens, and 3 ones"
70,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,"Mixing up the positional values, writing 274 as '2 hundreds, 7 tens, 14 ones' instead of understanding that 14 is greater than 9 and needs to be regrouped"
71,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Struggles to differentiate between digit position and digit value, writing '305' as '3 hundreds, 0 tens, and 50 ones' instead of understanding that the zero does not represent a value of 50"
72,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Difficulty distinguishing between the value of digits in different positions, such as thinking 42 means '4 ones and 2 tens' instead of '4 tens and 2 ones'"
73,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Confusing the position of digits and believing that 42 means 'four in the tens place and two in the ones place', without understanding that 4 actually represents forty (40) and 2 represents two"
74,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,"When asked to represent a two-digit number like 35, the student might write the digits separately instead of understanding their positional value, such as drawing 3 and 5 as disconnected numerals rather than recognizing 35 represents 3 tens and 5 ones"
75,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Confusing the position of digits and treating each digit independently without understanding the value based on its place
76,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Concept,Confusing digit position and treating each column as an independent whole number instead of understanding relative place value
77,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student writes multi-digit numbers by placing digits randomly without understanding their positional value, such as interpreting 325 as 3 in the ones place, 2 in the hundreds place, and 5 in the tens place"
78,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptual Misunderstanding,"When asked to represent 345 using base-10 blocks, the student arranges 3 hundred blocks, 4 ten blocks, and 15 individual one blocks, showing confusion about the precise quantity of ones and potentially mixing up the block representations."
79,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student writes 312 as 3+1+2 instead of understanding 3 represents 300, 1 represents 10, and 2 represents 2 individual units"
