Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
37,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly simplifies an expression by multiplying the coefficient with only one term inside the parenthesis, ignoring others, or adding/subtracting constants and variables incorrectly. For instance, with 2(x+3), the student might write it as 2x + 3 or 2x + 5 or even 2x+ 6x. The student also makes errors in translating words to expressions."
38,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the multiplication implied by the coefficient next to a variable. They attempt to add the coefficient and variable instead of multiplying them or, if there are parentheses, attempts to add everything inside the parentheses and then multiply or incorrectly distributes across addition/subtraction when variables are involved, thinking they can combine unlike terms like 2x + 3 = 5x, or 2(x + 3) = 2x + 3, or a similar incorrect rule."
39,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines terms that are not like terms. They might, for example, combine a number and a variable directly (e.g., treat '3 + x' as '3x' or '4x + 2' as '6x')."
40,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or doesn't understand the concept of a variable representing an unknown quantity. They might try to add a number to a variable directly (e.g., 2 + x = 2x or 2x)."
41,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student doesn't understand what a variable represents and tries to combine it with a number in an incorrect way, or misinterprets the meaning of a coefficient."
42,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property by multiplying only one term inside the parentheses when distributing or doesn't understand the order of operations, e.g., for 2(x + 3), they might write 2x + 3, or x + 6, or 5x instead of 2x + 6."
43,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets 'x + 3' as implying multiplication (x * 3) rather than addition, leading to incorrect substitution and calculation when variables are involved."
44,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or misunderstands the order of operations when simplifying an expression. For example, given 3x + 2, the student might write 5x or 3x2."
45,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or misunderstands the order of operations. They might, for example, interpret '3x + 2' as '5x' or incorrectly calculate 3 * (x + 2) as 3x + 2. They are likely struggling with the abstract nature of variables representing unknown quantities."
46,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,The student incorrectly interprets the order of operations when combining a constant and a variable term. They might add the coefficient to the constant directly before considering multiplication or division.
47,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets '3x + 2' as implying multiplication of both 3 and x by 2, rather than recognizing addition with an unknown value. They may try to combine the numbers in a way that violates order of operations."
48,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the meaning of a variable and its relationship to constants. They may think 'x + 3' means they should immediately combine the 'x' and the '3' somehow, perhaps by adding them together or assigning x a value of 0."
49,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student misunderstands the order of operations or treats variables as numerical values in incorrect ways (e.g., combining unlike terms). They might, for example, simplify 2x + 3 as 5x, or incorrectly distribute a number across parentheses. They may also try to assign numerical values to variables without proper context or understanding of the equation/expression's requirements."
50,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student struggles with order of operations and variable substitution. For example, when given 2x + 3, and x=4, the student might calculate 2+4=6 and then 6+3 = 9, instead of correctly multiplying 2 and 4 before adding 3. This is a combination of order of operations and variable substitution errors."
51,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the order of operations or the meaning of variables. For example, if the problem is 3x + 2, the student might try to combine '3' and 'x' or add 3 and 2 before substituting a value for 'x'."
52,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student misinterprets the order of operations, likely assuming that multiplication and addition should be performed in the order they appear, left to right, without considering parentheses or the implied multiplication associated with variable terms."
53,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the variable as a number to be added or subtracted directly to the constant, ignoring the coefficient when simplifying or evaluating the expression. For example, given '2x + 3', the student might write '5x' or substitute a value for x and combine it with the constant before multiplying by the coefficient. This shows a fundamental lack of understanding of the 'unknown' nature of the variable and the order of operations regarding the coefficient."
54,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student thinks '3x' means '3 + x', or simply concatenates the numbers and variables without understanding the operation. For example, if the problem is '3x + 2' with x=4, the student might answer '34 + 2 = 36' or '3+4+2=9'. They are not grasping that '3x' means '3 multiplied by x'."
55,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines terms with different variables or exponents, or misunderstands order of operations. For example: If the problem is '2x + 3 + x', the student writes '5x' or '2x + 3x + 0'. Or, if the problem is '2(x + 3)', the student writes '2x + 3' instead of '2x + 6'."
56,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or misinterprets the order of operations when simplifying or evaluating an expression. For example, if given '3x + 2' and asked to find the value when x=4, the student might write 34 + 2 = 36, confusing the '3x' as '34' instead of performing the multiplication first."
57,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student attempts to combine unlike terms or misinterprets the meaning of a coefficient in an algebraic expression. For instance, if the problem is 3x + 2, the student might write 5x or 6x instead of recognizing that these are two separate terms that cannot be simplified further."
58,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property, likely treating '3(x + 2)' as '3x + 2' or simply as '3x + 6' and not fully understanding how the 3 multiplies both terms inside the parentheses. They also might not fully grasp the concept of a variable and how it represents an unknown number."
59,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property. For example, in an expression like '2(x + 3)', the student might calculate it as '2x + 3' instead of '2x + 6' or might not understand the concept of distribution at all and simply treat the parentheses as unnecessary."
60,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the order of operations, specifically multiplication before addition, when simplifying the expression. They might add the constant term to the variable's coefficient before multiplying."
61,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,The student incorrectly interprets variables as specific numbers and attempts to add them directly to other terms without understanding the concept of 'like terms' or leaving the expression in its simplified form. They also struggle with the meaning of coefficients.
62,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property by only multiplying the constant with the first term inside the parentheses, and then adding the remaining terms without applying the distributive property to them. For example, in 2(x + 3), the student may write 2x + 3 instead of 2x + 6."
63,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property, or misunderstands the concept of a variable representing an unknown number, potentially treating it as a specific digit or ignoring it entirely."
64,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or misunderstands variable representation. For example, if the problem is 2x + 3 and the student responds with 5x or 6."
65,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,The student incorrectly applies the distributive property. They treat a coefficient outside parentheses as only affecting the first term inside.
66,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property and combines unlike terms. For instance, given '3x + 2', they may incorrectly 'simplify' it to '5x' or treat the multiplication and addition as interchangeable, possibly calculating '3 * x + 2' as '3 * (x+2)' or mistakenly thinking they can multiply the coefficient of x with the constant to combine them."
67,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets '4x + 2' as multiplication of 4 and 2, ignoring the variable and addition."
68,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,The student attempts to 'multiply' a constant with a variable term by combining the numbers without understanding the need to maintain the variable or apply the concept of like terms.
69,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the order of operations, failing to perform multiplication before addition or subtraction, and possibly misinterpreting the variable as a concrete number."
70,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property. For example, if the expression is 2(x + 3), the student might simplify it to 2x + 3, forgetting to multiply the 3 by 2."
71,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms. For example, if the expression is 3x + 2, they might simplify it to 5x or 6x, thinking they can directly add the number and the variable as if they were the same kind of quantity. Or they might assume that if they know the value of x they can multiply that value by the 3, and THEN add 2 to x, instead of adding 2 AFTER multiplying."
72,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or misinterprets the meaning of variable as a number. For example, if the problem is 3x + 2 and the student writes 5x, believing they can simply add the coefficients."
73,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,The student incorrectly combines unlike terms or doesn't understand the concept of a variable representing an unknown number. They treat variables as if they can be directly added or multiplied like numbers without specific values assigned.
74,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student attempts to combine unlike terms or misinterprets variable representation. For example, for the expression '3x + 2', the student might calculate it as '5x' or simply write '5'. Or, for a problem like '4 * (a + 2)', they might calculate it as '4a + 2' or '6a'."
75,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or misunderstands the order of operations when evaluating the expression. For example, given '2x + 3' with x=4, they might calculate it as 2 + 4 + 3 = 9 instead of (2*4) + 3 = 11."
76,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets variable multiplication and addition. For example, for the expression '3x + 2', they might calculate it as '5x' or incorrectly combine the coefficient and constant."
77,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student attempts to combine unlike terms or misinterprets the order of operations, leading to an incorrect simplification of an expression. For example, if the problem is '2x + 3 + x', the student might answer '5x' or '2x+3x'."
78,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the operation between a number and a variable, perhaps adding instead of multiplying, or misunderstanding the concept of 'times' or 'repeated addition'. For example, if the problem is '3x + 2', the student might write something like '5x' or '32x'. They could also treat the variables as actual quantities and add the numbers in incorrect ways, for instance if the problem is 2n+4, and n=3, the student may write 2*3+4= 10 as 2+3+4 =9, misunderstanding or ignoring the variable."
79,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student attempts to combine unlike terms or incorrectly manipulates variables, possibly confusing addition/subtraction with multiplication when variables are involved. Example: If the problem is '3x + 2', the student might simplify it to '5x' or '6x'."
80,K6,Algebra,Writing and evaluating expressions involving variables,Procedural misunderstanding,"The student misinterprets the order of operations, incorrectly simplifying expressions without considering parentheses or the correct sequence of operations (PEMDAS/BODMAS)."
81,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms, treating variables like constants. For example, if asked to simplify '3 + x + 2', the student might answer '3x + 2' or '5x'."
82,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student misinterprets the order of operations and incorrectly adds terms before applying multiplication or exponentiation, or incorrectly applies the distributive property by multiplying only one term within parentheses."
83,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the expression 3x + 2 as meaning 'multiply 3 by x and then add 2', but attempts to combine the 3 and 2, perhaps assuming they are like terms or performing an incorrect simplification. For instance, they might write 3x + 2 = 5x or even just 5."
84,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property. For example, if the expression is 2(x + 3), they might write it as 2x + 3, forgetting to multiply the 3 by 2. Or, they might incorrectly simplify something like 5x + 2x to be 7x^2, confusing multiplication with addition."
85,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,The student thinks multiplication always comes before addition even when parentheses dictate the order of operations. They might also struggle with understanding that a variable represents an unknown number and misinterpret it as something they need to 'solve' before continuing the calculation.
86,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the order of operations, potentially treating multiplication and addition with equal precedence or misinterpreting the meaning of variables representing unknown quantities."
87,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student misunderstands the concept of 'variable' and treats it as a specific number or ignores it entirely, attempting to perform arithmetic operations on the constant term and the coefficient without considering the variable's symbolic role."
88,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the variable as a digit to be added to a known number, failing to understand the concept of a variable representing an unknown quantity that needs to be evaluated after assignment. For example, if the expression is 2 + x and x = 3, the student may calculate 2+3 = 5, but struggle with similar expressions like 2 * x or x + y. If the expression is x + 5 and x = 2, they might write '25' by concatenating the numbers."
89,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or misinterprets variable representation, potentially believing 'x + 3' means 3x or that they can add the number to the variable directly. They may have forgotten order of operations (PEMDAS/BODMAS) if an expression includes multiplication or division with addition/subtraction."
90,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the meaning of a variable and its relationship to numerical coefficients, potentially treating '3x' as '3 + x' or thinking it's asking for a specific numerical value for x without enough information. Or, they might apply an incorrect operation to a numerical variable, such as multiplying 2x by 3 and getting 5x."
91,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets the order of operations when variables are involved, confusing multiplication with addition. For example, incorrectly simplifies 2x + 3 as 5x."
92,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student misinterprets the order of operations or incorrectly combines terms with unlike variables. For example, they might simplify '3x + 4' as '7x' or mistakenly multiply 3 and x in '3x+4' to get a wrong answer."
93,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student attempts to distribute a number across unlike terms incorrectly, possibly adding or multiplying them instead of understanding the combined term concept. For example, if the problem is '2x + 3', the student might write something like '5x' or '6x'."
94,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,The student incorrectly interprets the expression '3x' as '3 + x' or '3 * x' only when x=1 and struggles to understand the role of the variable.
95,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly interprets multiplication with a variable and a constant. For example, given '3x + 2', they might think it means 3 + x + 2, adding the numbers instead of understanding the multiplication between 3 and x."
96,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,The student thinks that 3x + 2 is the same as 5x or 6x. They are not distinguishing between a number being multiplied by a variable (like 3x) and just adding a number (like + 2). They might have tried to combine them directly.
97,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly combines unlike terms or misunderstands the role of variables in algebraic expressions. They may also misinterpret the meaning of the operation symbols (addition, subtraction, multiplication, division) in the context of variables."
98,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student misunderstands the order of operations (PEMDAS/BODMAS) when simplifying expressions, particularly when dealing with multiplication and addition involving variables. They might incorrectly combine terms like 3x + 2 into 5x or misinterpret expressions such as 2(x+3) as 2x+3 instead of applying the distributive property correctly."
99,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student misunderstands the concept of a variable and how it relates to the operations, perhaps treating the variable as a number to be combined with the constant directly rather than an unknown value. For example, if the problem is 3x + 2, they might say it equals 5x or 6."
100,K6,Algebra,Writing and evaluating expressions involving variables,Conceptual misunderstanding,"The student incorrectly applies the distributive property. For example, given 2(x + 3), they might write it as 2x + 3 instead of 2x + 6, or write it as 2x + 3x."
1,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to apply an operation (like addition) that isn't appropriate for the context of the word problem, or doesn't understand the action described (e.g., comparing quantities instead of combining them)."
2,K1,Numbers and Operations,Word problems within 20,Computational error,The student miscounts or skips a number when adding or subtracting.
3,K1,Numbers and Operations,Word problems within 20,Misunderstanding of quantity or action,"The student may be unable to accurately count the items or understand what the question is asking, and randomly guesses or provides an answer based on a number they know."
4,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student counts objects incorrectly, either missing some or double-counting others. They might also struggle to translate the word problem into a mathematical operation (addition or subtraction) or reverse the order of the operands when subtracting (e.g., 5 - 2 instead of 2 - 5 if asked 'how many fewer'). Alternatively, they might incorrectly believe they need to 'carry over' or 'borrow' even for numbers under 20 or confuse addition and subtraction concepts."
5,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student counts all objects regardless of the question presented, or misinterprets what constitutes 'together' versus remaining separate entities."
6,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to add the numbers in the problem but misinterprets the question's intent, potentially confusing addition with subtraction or focusing on individual digits rather than the total."
7,K1,Numbers and Operations,Word problems within 20,"Number recognition and counting, difficulty in forming a comparison.","The student may miscount objects, misinterpret the question type, or lack an understanding of the comparison 'more than' or 'less than'. For instance, if the problem is: 'Sarah has 5 apples. John has 3 apples. Who has more apples?' The student might: Count incorrectly, declare a number instead of a person's name or say 'more than' when asked who has MORE."
8,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to solve the problem by adding all the numbers mentioned, not understanding the specific action (addition, subtraction, etc.) required by the problem statement."
9,K1,Numbers and Operations,Word problems within 20,Counting and Number Recognition,"The student struggles to correctly count the objects or misinterprets the word problem, leading to an inaccurate answer. Perhaps the student miscounted the number of objects depicted in the problem, skipped an object, or added when it was subtraction or vice versa."
10,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,The student attempts to solve a word problem involving addition but struggles to identify the core operation needed. They might randomly add numbers present in the problem or misinterpret the question.
11,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student counts objects incorrectly, possibly misinterpreting the prompt or losing track of objects, or they may have trouble with the concept of 'more' vs. 'less'."
12,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student misinterprets the word problem's action (e.g., addition, subtraction) and performs the incorrect operation. For example, if the problem involves adding, the student might subtract or vice versa. Or they may not understand how to use the objects they're given in the problem to solve the problem."
13,K1,Numbers and Operations,Word problems within 20,Computational error,"The student miscounts or makes a simple addition error. For example, when asked 'Sarah has 5 apples and John gives her 3 more. How many apples does Sarah have?', the student says '8' instead of '8'."
14,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student may have difficulty understanding the action of 'taking away' or 'subtracting', or may confuse it with addition. For example, if the problem is 5 - 2, they might count up from 2 to 5 instead of taking 2 away from 5. They also may lack the understanding of one-to-one correspondence in small numbers."
15,K1,Numbers and Operations,Word problems within 20,Calculation Error,"The student miscounts when adding or subtracting, perhaps due to finger counting errors or not keeping track of numbers accurately. For example, when asked 'There are 5 red balloons and 3 blue balloons. How many balloons are there in all?', they might say 7 or 9 instead of 8."
16,K1,Numbers and Operations,Word problems within 20,Counting Error,"The student miscounts the objects in the word problem, possibly misinterpreting the quantities or missing an object entirely during their count. They may be pointing and counting inconsistently."
17,K1,Numbers and Operations,Word problems within 20,Computational error,"The student makes an addition error, potentially due to counting on fingers incorrectly or misinterpreting the problem context. For example, in a word problem like: ""Sarah has 5 apples. John gives her 3 more. How many apples does Sarah have now?"", the student might count 5 + 3 and get 7 instead of 8."
18,K1,Numbers and Operations,Word problems within 20,Counting Error,The student miscounts objects or jumps in a number line due to lack of one-to-one correspondence or difficulty with sequential counting. May also stop counting before reaching all the items.
19,K1,Numbers and Operations,Word problems within 20,Procedural error,"The student miscounts the total number of objects, perhaps by skipping or double-counting an item."
20,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student misunderstands the meaning of 'more than' or 'fewer than' and incorrectly interprets the comparison in the word problem as requiring addition instead of subtraction (or vice-versa), or misinterprets the number relationship altogether. For example, if the problem is 'Sarah has 5 apples. John has 2 more apples than Sarah. How many apples does John have?' The student might incorrectly add 2 to Sarah's 5 to get 7 instead of recognizing they need to think, even at a conceptual level, that John's 2 more means they should calculate Sarah's apples plus 2 or 5+2.  Or, in a similar problem, could get it incorrect because of the word 'more' or 'fewer', such as a difficulty with 'There are 7 birds on a tree. 3 flew away. How many birds are left?'. The student may add the numbers instead of subtracting or not correctly understanding how to reduce total quantity."
21,K1,Numbers and Operations,Word problems within 20,Counting and basic addition/subtraction,"The student miscounts the objects or uses a strategy that doesn't accurately reflect the problem. For example, if the problem involves combining sets, they might only count one of the sets completely and then continue counting the others from there. The student may be struggling to map quantities to numbers, or to maintain tracking. The problem also could include conceptual misunderstandings about ""more than"" and ""less than""."
22,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student may misinterpret the meaning of addition or subtraction in the context of the word problem, possibly counting items incorrectly, or focusing on key words without understanding the overall situation."
23,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student misunderstands the concept of 'more than' or 'less than' within a comparison word problem, potentially adding instead of subtracting when 'less than' is used, or vice-versa. The student might also misinterpret the question, focusing on a single quantity instead of a relationship."
24,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student doesn't understand the concept of 'more than' or 'less than' and instead guesses at numbers or adds/subtracts randomly. Or, the student might be able to count but has difficulty translating the word problem into a number sentence."
25,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student counts the numbers but doesn't understand how to add. They try to add each individual digit instead of the whole number, or they miscount some objects."
26,K1,Numbers and Operations,Word problems within 20,Counting Difficulty,"The student miscounted the number of objects represented in the word problem, possibly losing track or misinterpreting the visual representation (if applicable)."
27,K1,Numbers and Operations,Word problems within 20,Counting Error,"The student miscounts the number of objects involved, either by adding or subtracting incorrectly, or by skipping some when counting."
28,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to add the numbers from the word problem together, even if the problem indicates subtraction or requires them to find a missing quantity by inferring or reasoning."
29,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student doesn't understand the concept of subtraction/removal. They may add instead, or misinterpret the context of 'taking away'."
30,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student counts by 2s instead of adding the individual units, or misunderstands the total as a different object or measurement."
31,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,The student struggles with identifying the key operation (addition or subtraction) needed to solve the word problem. They might guess randomly or use a previously memorized number sentence without understanding its relevance to the problem's context.
32,K1,Numbers and Operations,Word problems within 20,Calculation Error,"The student miscalculated the sum, potentially due to counting errors or not understanding the concept of addition."
33,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to solve the word problem by counting all the items, then misinterprets the question and provides an answer that isn't logically derived from the word problem. Or, the student could have difficulty reading the number, or writing the number, therefore the answer is completely wrong."
34,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to add the numbers in the word problem individually without understanding the context of the problem. For example, if the problem is ""Sarah has 3 apples. John gives her 2 more. How many apples does Sarah have now?"" the student might write something unrelated to the numbers. Or might write '3+2=5' but not explain that this number is the answer to the question. "
35,K1,Numbers and Operations,Word problems within 20,Incorrect Application of Operation,The student confuses addition with subtraction or counts backwards instead of forwards. The student might also misinterpret the wording of the problem or focus on irrelevant details.
36,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to add all numbers mentioned in the word problem without considering the context (e.g., adding the total number of items mentioned, even if some are removed or part of a comparison)."
37,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,The student attempts to add the digits in the number rather than understanding the concept of addition or subtraction as a whole.
38,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student struggles with counting objects and relating it to a written number sentence, possibly misinterpreting the meaning of '+' (addition) or '=' (equals)."
39,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student struggles with the concept of 'more than' and may attempt to add the numbers together, or confuse it with the concept of subtraction. For example, if the problem is 'Sarah has 5 apples. John has 2 apples more than Sarah. How many apples does John have?', the student might answer '7' by adding 5 and 2, or answer '3' by subtracting them without understanding what the phrase 'more than' means in the problem context."
40,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to solve the problem by adding numbers that are not related to the quantities described, possibly confusing the wording of the word problem.  They might also struggle with counting or lose track of numbers while performing the operation."
41,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student struggles to understand the meaning of subtraction in the word problem context, possibly attempting to add instead, or incorrectly identifying which numbers to use. They might also misinterpret the action described in the problem."
42,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student struggles to comprehend the concept of 'fewer' or 'more' in relation to the given problem's context. They may misinterpret the question, focus on irrelevant numbers, or attempt to apply addition instead of subtraction or vice versa, based on a superficial reading of keywords without understanding the relational meaning."
43,K1,Numbers and Operations,Word problems within 20,Counting Error,"The student miscounted the total objects after combining groups, potentially skipping or double-counting elements. The student might also have difficulties understanding the problem and could confuse addition/subtraction."
44,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,The student counts objects inaccurately or misinterprets the word problem's core operation. They might not understand the concept of 'how many in all'.
45,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student struggles with the concept of subtraction, possibly confusing it with addition, or misinterpreting the word problem context leading to an incorrect operation selection. For example, they might add instead of subtract when the problem requires subtraction. They may also miscount objects or use incorrect starting numbers."
46,K1,Numbers and Operations,Word problems within 20,Misunderstanding of Quantity,"The student misunderstands the word 'more' and either adds the numbers in the problem without context, or doesn't understand the need to add or subtract at all. The student might also miscount the objects presented visually."
47,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,The student attempts to subtract a larger number from a smaller number by reversing the order and then gets confused with the result.
48,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to apply the distributive property, incorrectly interpreting the word problem's meaning. For example, if the problem involves finding the total number of objects when groups of objects are combined, the student may add the same number multiple times, confusing it with multiplication."
49,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to add the numbers in the word problem, but misinterprets the context (e.g., adding quantities that shouldn't be added, subtracting when addition is needed). They also may lose track of quantities."
50,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student confuses the quantity of items or doesn't understand the relationship between the numbers in the word problem. They might count the wrong objects, misinterpret the question, or use an incorrect operation."
51,K1,Numbers and Operations,Word problems within 20,Counting error,"The student miscounts one or more items in the problem, leading to an incorrect sum or difference."
52,K1,Numbers and Operations,Word problems within 20,Counting/Number Sense,"Student struggles to accurately count and loses track of numbers, potentially miscounting objects or fingers. They may also struggle with the concept of combining quantities or interpreting the problem's context."
53,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student struggles to understand the concept of subtraction. They may attempt to add instead, or miscount the objects."
54,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student struggles with the concept of combining groups or understanding the meaning of the plus sign, possibly counting objects incorrectly or misinterpreting the word problem scenario. They might also have difficulty with subitizing and require concrete manipulatives."
55,K1,Numbers and Operations,Word problems within 20,Counting Error,"The student miscounts the objects, possibly missing or double-counting some. For example, in a problem like 'Sarah has 5 apples. John gives her 3 more. How many apples does Sarah have now?', they might count the initial 5 correctly but then lose track while counting on, arriving at an incorrect answer such as 7 or 9."
56,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student attempts to visually represent the problem, but misunderstands how to combine the sets or counts incorrectly due to difficulty with one-to-one correspondence or counting beyond a small number."
57,K1,Numbers and Operations,Word problems within 20,Conceptual misunderstanding,"The student counts all objects presented in the word problem, regardless of the operational signs used. They might not understand subtraction/addition context."
