Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
85,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
86,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
87,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
88,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
89,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
90,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
91,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
92,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
93,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
94,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student incorrectly applies the distributive property by thinking that 3 x (2 + 4) is the same as 3 x 2 + 3 x 4, but they forget to multiply the entire expression and instead just add the numbers together."
95,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
96,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
97,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,"The student incorrectly applies the distributive property, thinking that to multiply 3 x 4, they can add 3 + 3 + 3 + 3 and ignore the multiplication."
98,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
99,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
100,K3,Numbers and Operations,introduction to multiplication,Conceptual misunderstanding,The student incorrectly applies the distributive property.
1,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that 1/2 + 1/3 can be added by simply adding the numerators and the denominators directly, resulting in 2/5, instead of finding a common denominator."
2,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 4 is the same as 1/4 of 4 and calculates it as 1 instead of 2.
3,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means you can simply add the numerators and denominators separately without finding a common denominator.
4,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses fractions with decimals, thinking that 1/2 is the same as 0.5 but adds them incorrectly in a problem."
5,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 + 1/3 is equal to 2/5 by adding the numerators and denominators directly.
6,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means adding only the numerators and ignoring the denominators.
7,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student mistakenly thinks that adding fractions is the same as adding whole numbers without finding a common denominator.
8,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions requires adding the numerators and denominators separately without finding a common denominator.
9,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses fractions with whole numbers, treating 1/2 + 1/2 as 2 instead of 1."
10,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student believes that 1/2 plus 1/2 equals 1/4 instead of 1.
11,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means just adding the numerators without finding a common denominator.
12,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks 1/2 + 1/3 is the same as 1/2 + 1 and adds the denominators instead of finding a common denominator.
13,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks adding fractions means just adding the top numbers without finding a common denominator.
14,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions requires finding a common denominator before they have actually done so.
15,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student incorrectly thinks that to add fractions, they can just add the numerators and denominators separately without finding a common denominator."
16,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student incorrectly adds fractions with different denominators without finding a common denominator.
17,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses adding fractions with adding whole numbers, thinking that 1/2 + 1/3 equals 1/5."
18,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that adding fractions requires them to add the numerators and denominators separately, without finding a common denominator."
19,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student confuses fractions with whole numbers and incorrectly adds the numerators together without finding a common denominator.
20,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that adding fractions means just adding the numerators and keeping the same denominator, without finding a common denominator."
21,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student incorrectly believes that 1/2 of 3 is the same as 3/2.
22,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that 1/2 of 1/4 is the same as adding 1/2 and 1/4 together, resulting in 3/4 instead of 1/8."
23,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 3 is 3/2 instead of 1 and 1/2.
24,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions with different denominators can be done by just adding the numerators and denominators separately.
25,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student incorrectly adds fractions by using whole numbers instead of finding a common denominator.
26,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student believes that adding fractions requires the denominators to be the same, but does not understand how to find a common denominator."
27,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 3 is 1/6 instead of 3/2.
28,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of a number is the same as adding 1 to that number.
29,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses fractions with whole numbers, thinking that 1/2 is the same as 2."
30,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that adding fractions requires the denominators to be the same, but doesn't understand how to find a common denominator, leading them to incorrectly add the numerators."
31,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that multiplying fractions means adding the numerators and denominators instead of multiplying them.
32,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that fractions can only be added if they have the same denominator and mistakenly concludes that 1/2 + 1/3 cannot be solved.
33,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that to add fractions, you can simply add the numerators and the denominators without finding a common denominator."
34,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 4 is 2 but mistakenly adds 1/2 to 4 instead of multiplying.
35,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student believes that 0.5 is the same as 1/5 instead of 1/2.
36,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses fractions with whole numbers, thinking that adding fractions means adding the numerators and denominators separately without finding a common denominator."
37,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student mistakenly believes that adding fractions means adding the numerators directly and then adding the denominators directly.
38,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 1/3 is the same as 1/2 + 1/3.
39,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student incorrectly believes that fractions cannot be added together if they have different denominators.
40,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that adding fractions requires the denominators to be the same, but misunderstands how to find a common denominator."
41,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student believes that adding fractions is the same as adding whole numbers without considering the common denominator.
42,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student adds the fractions incorrectly by not finding a common denominator.
43,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions with different denominators means just adding the top numbers together without finding a common denominator.
44,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions requires the denominators to be the same without understanding how to find a common denominator.
45,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means adding the numerators and denominators separately.
46,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions always means adding the numerators and denominators separately without finding a common denominator.
47,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means adding only the numerators without finding a common denominator.
48,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student believes that 1/2 of a 1/4 is equal to 3/8, confusing the operation of multiplying fractions."
49,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that to add fractions, they can simply add the numerators and denominators without finding a common denominator."
50,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means adding the numerators and denominators separately without finding a common denominator.
51,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student confuses fractions with whole numbers and adds them directly without finding a common denominator.
52,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses fractions and decimals, treating them as the same without understanding their differences."
53,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that adding a fraction and a whole number works like adding whole numbers, without finding a common denominator."
54,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses the concept of fractions with whole numbers, treating 1/2 as if it were just 1."
55,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 3 is 3 divided by 2 instead of 3 times 1/2.
56,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that 1/2 of 1/4 is the same as 1/2 + 1/4, and calculates it as 3/4 instead of 1/8."
57,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that 1/2 and 0.5 are different quantities, and thus cannot add them together."
58,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that adding fractions always means adding the numerators and denominators separately, without finding a common denominator."
59,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that to add 1/2 and 1/4, they can just add the numerators and denominators separately, resulting in 1/6."
60,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student confuses fractions with decimals and tries to add them without finding a common denominator.
61,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 and 0.5 are different values and adds them instead of recognizing they are equal.
62,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student struggles to distinguish between fractions and decimals, treating them as the same and incorrectly answering a problem that involves both."
63,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student incorrectly thinks that adding fractions means just adding the numerators and ignoring the denominators.
64,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student confuses fractions with decimals and tries to add them directly without converting.
65,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 + 1/3 equals 2/5 instead of finding a common denominator.
66,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that fractions and decimals are interchangeable without converting them properly.
67,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 0.5 is greater than 1/3 because it looks bigger.
68,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 is the same as 2/1 and tries to add them as if they are whole numbers.
69,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that 1/2 of 3 is 1, and therefore concludes the answer to the problem is 1."
70,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means just adding the numerators and denominators separately without finding a common denominator.
71,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that to add 1/2 and 1/4, they just add the numerators and the denominators separately, resulting in 1/6."
72,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions with different denominators means directly adding the numerators and denominators without finding a common denominator.
73,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that 1/2 is the same as 2/3, and therefore adds them together as 1/2 + 2/3 = 3/5 instead of finding a common denominator."
74,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses fractions with whole numbers, stating that 1/2 of 6 is 3, but struggling to understand how to express that in decimal as 0.5."
75,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that 1/2 of 1/4 is the same as 1/2 + 1/4, leading to an incorrect final answer."
76,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of a number means to add that number together instead of multiplying.
77,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that adding fractions means adding the numerators and the denominators separately, instead of finding a common denominator first."
78,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student believes that 1/2 + 1/3 equals 2/5 by adding the numerators and denominators directly.
79,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means just adding the numerators and denominators separately without finding a common denominator.
80,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions with different denominators means just adding the top numbers and leaving the bottom numbers the same.
81,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 0.5 is the same as 1/2 but adds them directly as whole numbers.
82,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student incorrectly believes that adding two fractions always results in a whole number.
83,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 is the same as 0.5 and does not understand how to compare different fractions.
84,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses fractions with whole numbers, thinking that 1/2 is the same as 0.5 but not understanding how to use them in word problems."
85,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses fractions with whole numbers, thinking that adding 1/2 and 1/4 gives a whole number instead of a fraction."
86,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student confuses fractions with decimals and thinks that 1/2 is the same as 0.5 when adding them together.
87,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses the concept of fractions with whole numbers, thinking that 1/2 means 1 whole plus 2 additional parts instead of being a single value."
88,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses the concept of halves and quarters, thinking that 1/2 is bigger than 1/4, but struggles to explain why."
89,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means simply adding the top numbers together without finding a common denominator.
90,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student confuses the value of fractions with decimals, thinking that 1/2 is the same as 0.5 but applying it incorrectly in a word problem."
91,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding fractions means adding the numerators and denominators separately without finding a common denominator.
92,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 3/4 means to just add the fractions together instead of multiplying them.
93,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that adding two fractions means just adding the numerators and denominators separately without finding a common denominator.
94,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 3 is 3/2 instead of correctly calculating 3 divided by 2.
95,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student thinks that to add 1/2 and 1/4, they just combine the numerators and denominators separately instead of finding a common denominator."
96,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,"The student believes that adding fractions means adding the numerators and denominators separately, instead of finding a common denominator first."
97,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student misunderstands fractions as whole numbers and tries to add them without finding a common denominator.
98,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 of 3 is the same as 1/2 + 3 instead of multiplying.
99,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student confuses fractions with whole numbers and adds them directly.
100,K5,Numbers and Operations,word problems involving fractions and decimals,Conceptual misunderstanding,The student thinks that 1/2 + 1/4 equals 1/6 instead of finding a common denominator.
1,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the short hand and long hand of the clock, thinking the hour hand moves with the minute hand."
2,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the minute hand points to the hour and the hour hand points to the minutes.
3,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the minute hand points to the hour when telling time.
4,K1,Measurement,Tell time,Conceptual misunderstanding,"The student thinks that the hour hand tells the time in hours past 12, instead of recognizing it moves between numbers to indicate the current hour."
5,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the short hand with the long hand on the clock, saying the hour hand is for minutes."
6,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the big hand being on the 3 means the time is 3 o'clock instead of realizing it indicates 15 minutes past the hour.
7,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the hour hand points to the closest number and ignores the position of the minute hand.
8,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the minute hand and hour hand, claiming it's 6:30 when the big hand is on the 6 and the small hand is on the 12."
9,K1,Measurement,Tell time,Conceptual misunderstanding,"The student thinks that if the minute hand points to 3, it is 30 minutes past the hour, instead of realizing it should be 15 minutes past."
10,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand tells the minutes and the minute hand tells the hours.
11,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the minute hand with the hour hand, thinking the longer hand tells the time in hours."
12,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand points to the minute and the minute hand points to the hour.
13,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the short hand on the clock tells the minutes instead of the hours.
14,K1,Measurement,Tell time,Conceptual misunderstanding,The student confuses the positions of the hour and minute hands on the clock.
15,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand represents the minute hand and points to the wrong hour.
16,K1,Measurement,Tell time,Misunderstanding of time concepts,The student thinks that the hour hand moves every minute and does not understand that it moves gradually towards the next hour.
17,K1,Measurement,Tell time,Conceptual misunderstanding,"The student struggles to distinguish between 'o'clock' and half-past, saying that the big hand on the clock always points to the number for 'o'clock' regardless of the position of the small hand."
18,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the minute hand and hour hand always point directly at the numbers on the clock.
19,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the minute hand is the hour hand and vice versa.
20,K1,Measurement,Tell time,Conceptual misunderstanding,"The student refers to the clock hands as minutes and hours interchangeably, saying 3:00 is 'three minutes after zero'."
21,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour hand and minute hand, saying it's 10 o'clock instead of 10:30."
22,K1,Measurement,Tell time,Conceptual misunderstanding,The student does not understand that the minute hand moves differently than the hour hand and confuses 3:00 with 3:30.
23,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the minute hand pointing at 6 means it's 6 o'clock.
24,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the minute hand pointing to 6 means it's 6 o'clock instead of 30 minutes past the hour.
25,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the minute hand and hour hand, reading '3:00' when it is actually '12:15'."
26,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand indicates the minutes and the minute hand indicates the hour.
27,K1,Measurement,Tell time,Measurement misunderstanding,"The student confuses the positions of the hour and minute hands, thinking that the minute hand shows the hour and vice versa."
28,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the minute hand points to the hour and the hour hand points to the minutes.
29,K1,Measurement,Tell time,Conceptual misunderstanding,The student struggles to differentiate between hour and minute hand and thinks both hands indicate the hour.
30,K1,Measurement,Tell time,Understanding time concepts,The student thinks that the hour hand points to the minute and the minute hand points to the hour.
31,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the minute hand with the hour hand, saying it is 5 o'clock when the minute hand points at 12 and the hour hand points at 5."
32,K1,Measurement,Tell time,Conceptual misunderstanding,"The student thinks that the hour hand counts as 2 when it is pointing between 1 and 2, misunderstanding the concept of time increments."
33,K1,Measurement,Tell time,Conceptual misunderstanding,"The student thinks that the minute hand shows the hour and the hour hand shows the minutes, leading to incorrect time reading."
34,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand and minute hand both point to the same number when telling time.
35,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks both hands of the clock point to the same hour hand when telling time.
36,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour hand and minute hand, reading 1:00 as 10:00."
37,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the minute hand and the hour hand, saying that the time is 10:50 when it is actually 10:10."
38,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour hand and the minute hand, saying it is 1 o'clock when the hour hand is pointing at 3 and the minute hand is pointing at 6."
39,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the minute hand points to the hour and the hour hand points to the minute.
40,K1,Measurement,Tell time,Conceptual misunderstanding,"The student struggles with distinguishing between hour and minute hand positions, thinking that both hands always point to the same number."
41,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour hand and the minute hand, saying it's 7 o'clock when it's actually 10:35."
42,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the minute hand moves to the corresponding hour number instead of understanding it points to the minutes.
43,K1,Measurement,Tell time,Conceptual misunderstanding,The student is unsure of which hand on the clock represents hour and which one represents minutes.
44,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the short hand on the clock shows the minutes instead of the hours.
45,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the minute hand points to the hour and the hour hand points to the minutes.
46,K1,Measurement,Tell time,Conceptual misunderstanding,"The student believes that the hour hand pointing directly at a number means it is that hour, without considering the position of the minute hand."
47,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the minute hand shows the hour and the hour hand shows the minutes.
48,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour hand and minute hand, thinking the hour hand points to the minutes."
49,K1,Measurement,Tell time,Conceptual misunderstanding,"The student thinks that the hour hand only moves when the minute hand points to 12, leading to confusion in telling the correct time."
50,K1,Measurement,Tell time,Conceptual misunderstanding,"The student thinks the hour hand points directly at the number to indicate the hour, rather than understanding it points between numbers."
51,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the short hand is for minutes and the long hand is for hours.
52,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the short hand of the clock is for minutes and the long hand is for hours.
53,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the minute hand points to the hour when telling time.
54,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand shows minutes instead of hours.
55,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand shows minutes and the minute hand shows hours.
56,K1,Measurement,Tell time,Conceptual misunderstanding,The student says that the hour hand indicates the minute and the minute hand indicates the hour.
57,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the minute hand represents hours and the hour hand represents minutes.
58,K1,Measurement,Tell time,Conceptual misunderstanding,The student confuses the hour and minute hands and states that 3:00 is the same as 12:15.
59,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the positions of the hour and minute hands, stating that the time is 3:30 when the clock shows 3:15."
60,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour and minute hands, saying the time is 3:30 when it's actually 3:15."
61,K1,Measurement,Tell time,Conceptual misunderstanding,"The student says that the minute hand points to 12 and the hour hand points to 3, so it's 12:30 because it's halfway to 1:00."
62,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the hour hand pointing to 3 means it is 30 minutes past the hour instead of 3 o'clock.
63,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the hour hand moves in increments of one minute instead of advancing gradually as the minutes pass.
64,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the minute hand shows hours and the hour hand shows minutes.
65,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour hand and the minute hand, saying that the time is 6:30 instead of 3:30."
66,K1,Measurement,Tell time,Conceptual misunderstanding,The student believes that the minute hand represents the hour and the hour hand represents the minutes.
67,K1,Measurement,Tell time,Misunderstanding,The student thinks the short hand represents minutes instead of hours.
68,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the minute hand pointing at the 3 means it is 15 o'clock instead of 15 minutes past the hour.
69,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the short hand must always point directly at the number and confuses the hour hand's position with the minute hand's position.
70,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the position of the hour and minute hands, stating that 3:30 is half past three by thinking the hour hand points to 3 and the minute hand points to 3."
71,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the minute hand and hour hand, thinking the minute hand tells the hour."
72,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the hour hand points to the minute and the minute hand points to the hour.
73,K1,Measurement,Tell time,Conceptual misunderstanding,The student believes the short hand shows minutes and the long hand shows hours.
74,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour and minute hands on the clock, indicating that it is 6:30 when it is actually 12:30."
75,K1,Measurement,Tell time,Conceptual misunderstanding,"The student thinks the hour hand reflects the minute and vice versa, leading to incorrect readings of the clock."
76,K1,Measurement,Tell time,Conceptual misunderstanding,"The student believes that the hour hand moves directly to the next hour mark as soon as the minute hand hits 0, not understanding that it gradually moves between the hour marks."
77,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the hour hand pointing to 3 means it is 3:30 instead of just 3:00.
78,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour hand and the minute hand, thinking the longer hand tells the hour."
79,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand moves in equal increments and does not understand that it is continuously moving as time progresses.
80,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the big hand is always the hour hand and the small hand is always the minute hand.
81,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the hour hand shows the minutes instead of the hour.
82,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the hour hand points to the larger number when telling time.
83,K1,Measurement,Tell time,Conceptual misunderstanding,The student believes the hour hand should point directly at the number instead of indicating the hour between two numbers.
84,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour and minute hands, saying the hour hand points to the minute."
85,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks the hour hand points to the minute and the minute hand points to the hour.
86,K1,Measurement,Tell time,Conceptual misunderstanding,The student thinks that the minute hand always points directly at the number for the hour.
87,K1,Measurement,Tell time,Conceptual misunderstanding,"The student confuses the hour hand positions with minute hand positions, thinking if the hour hand is on the 2, it must be 2 o'clock even if the minute hand is on the 3."
